treatment,cluster,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
Triptolide (2.5h) - Control,Nucleolus - all,5,3.5868075506002194e-4,relative_to_all,07_SETD1A,1.4585627941472261,1.3377860060366957,1.590243443174579,0.5445474985807379,0.4198473590880523,0.6692476380734234
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.194835478154274,relative_to_all,07_SETD1A,0.9482630016802517,0.8845202709594269,1.016599336248437,-0.0766408473701913,-0.17703288868442887,0.023751193944046126
Triptolide (2.5h) - Control,PML bodies - all,5,0.03052022193418251,relative_to_all,07_SETD1A,0.9305577691909964,0.8876467184690182,0.9755432468620654,-0.10383237905932571,-0.17194249367754671,-0.03572226444110481
Triptolide (2.5h) - Control,all,6,0.4646096316249997,unnormalised,08_H3K4me3,0.9466778987785895,0.8250190402264013,1.086276801308623,-0.07905445365031352,-0.27750067986438864,0.1193917725637615
Triptolide (2.5h) - Control,Cajal bodies,6,0.07676376616111613,unnormalised,08_H3K4me3,0.8683881594918946,0.7628355629376969,0.9885459359572486,-0.203588040006142,-0.3905559920889511,-0.016620087923332843
Triptolide (2.5h) - Control,Extra-nuclear,6,0.2540821832769951,unnormalised,08_H3K4me3,1.1356982179603647,0.9319147350685546,1.384043404124805,0.18357952736704208,-0.10173013241231914,0.4688891871464033
Triptolide (2.5h) - Control,Nuclear periphery,6,0.12341259579044071,unnormalised,08_H3K4me3,1.1487546236770325,0.9870360568080763,1.3369695831445767,0.2000706682977711,-0.01882530703643541,0.41896664363197744
Triptolide (2.5h) - Control,Nuclear speckles,6,0.04772745995521619,unnormalised,08_H3K4me3,0.8456979387774457,0.7408338441948874,0.965405413449598,-0.24178563253927285,-0.4327780868172787,-0.05079317826126694
Triptolide (2.5h) - Control,Nucleolus,6,0.01590023793409796,unnormalised,08_H3K4me3,1.3192334582763523,1.1204741950575257,1.5532503337539445,0.3996998938495507,0.16410942342105958,0.6352903642780416
Triptolide (2.5h) - Control,Nucleoplasm,6,0.16718707199815844,unnormalised,08_H3K4me3,0.8783242287773038,0.7470838524151822,1.0326196294609782,-0.18717449350676252,-0.42065791522721746,0.046308928213692604
Triptolide (2.5h) - Control,PML bodies,6,0.2257641682231632,unnormalised,08_H3K4me3,0.9155181638238828,0.8053925483180353,1.0407018416570624,-0.12733958560021005,-0.3122359706970026,0.057556799496582385
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.40726142689855954,relative_to_all,08_H3K4me3,0.917300552397278,0.7607925716362882,1.106004888584294,-0.12453358635582844,-0.3944249350661314,0.14535776235447448
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.19633285578659757,relative_to_all,08_H3K4me3,1.199666982218187,0.9442446326383358,1.524182207107905,0.2626339810173556,-0.08276741689765023,0.6080353789323614
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.12147898750744014,relative_to_all,08_H3K4me3,1.2134587964493138,0.9899962612860067,1.48736142575676,0.27912512194808464,-0.014505018012612333,0.5727552619087813
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.2950057514754693,relative_to_all,08_H3K4me3,0.893332293770216,0.739432167819884,1.079264091858049,-0.16273117888895933,-0.43551028784483087,0.11004793006691242
Triptolide (2.5h) - Control,Nucleolus - all,5,0.027784720198493713,relative_to_all,08_H3K4me3,1.393539935788547,1.1274807809711693,1.7223828427166823,0.47875434749986406,0.17310284152154126,0.7844058534781869
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.516156978471749,relative_to_all,08_H3K4me3,0.9277962757031973,0.7517828469225455,1.1450193799079993,-0.10812003985644891,-0.4116120964286114,0.19537201671571358
Triptolide (2.5h) - Control,PML bodies - all,5,0.7387164781255331,relative_to_all,08_H3K4me3,0.967085177550982,0.802942810320159,1.1647825083157526,-0.04828513194989657,-0.3166308595802905,0.22006059568049738
Triptolide (2.5h) - Control,all,6,0.10061746053087038,unnormalised,09_CCNT1,0.9020873992054409,0.8128442457310444,1.0011286665053116,-0.14866087837798875,-0.29894916010084877,0.0016274033448709514
Triptolide (2.5h) - Control,Cajal bodies,6,0.04138207014962776,unnormalised,09_CCNT1,0.8789908585437759,0.79715847169146,0.9692237576853708,-0.18607993338914913,-0.3270615405625594,-0.045098326215738914
Triptolide (2.5h) - Control,Extra-nuclear,6,0.8053081013950922,unnormalised,09_CCNT1,0.9877933809169418,0.899675894538906,1.0845414101968331,-0.01771879346225609,-0.1525227262832953,0.11708513935878298
Triptolide (2.5h) - Control,Nuclear periphery,6,0.7778598882563869,unnormalised,09_CCNT1,1.0134878257111013,0.9272013941898711,1.1078041721044647,0.019328758867258298,-0.10904535922751071,0.14770287696202725
Triptolide (2.5h) - Control,Nuclear speckles,6,0.006072895325512328,unnormalised,09_CCNT1,0.7923353950675269,0.7096761295159724,0.8846223681004962,-0.3358168434023229,-0.49476731385051614,-0.17686637295412974
Triptolide (2.5h) - Control,Nucleolus,6,0.01042217785498938,unnormalised,09_CCNT1,1.246706075065966,1.1082997151566476,1.4023968574120798,0.31812137372623145,0.14834807912963005,0.4878946683228326
Triptolide (2.5h) - Control,Nucleoplasm,6,0.03061169681320524,unnormalised,09_CCNT1,0.8422435721442765,0.7473033477562776,0.9492453592616628,-0.2476905818946929,-0.4202341096133344,-0.07514705417605146
Triptolide (2.5h) - Control,PML bodies,6,0.03271724837791153,unnormalised,09_CCNT1,0.8607360579750978,0.7738769277406572,0.9573441653849011,-0.2163571873792321,-0.3698239469364372,-0.06289042782202703
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.7266787931433953,relative_to_all,09_CCNT1,0.9743965599319884,0.849247308256816,1.1179884195996481,-0.037419055011160364,-0.23574335448903527,0.1609052444667145
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.248553753190477,relative_to_all,09_CCNT1,1.0950085122428168,0.9555223023988199,1.2548567823838876,0.1309420849157327,-0.0656385480219648,0.3275227178534303
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.14679653503112403,relative_to_all,09_CCNT1,1.123491833057176,0.9835900490396418,1.28329266870745,0.16798963724524696,-0.023870955595682385,0.3598502300861765
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.143876226812419,relative_to_all,09_CCNT1,0.8783355091373812,0.7583931621119436,1.0172471287363063,-0.187155965024334,-0.39898213834061763,0.024670208291949762
Triptolide (2.5h) - Control,Nucleolus - all,5,0.008901991546526463,relative_to_all,09_CCNT1,1.3820236001124342,1.1862267239873685,1.6101384268662553,0.46678225210422025,0.24637977911787354,0.6871847250905667
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.41997354778729384,relative_to_all,09_CCNT1,0.93366072166192,0.8010606201126598,1.0882102069274855,-0.09902970351670409,-0.3200166724447528,0.12195726541134456
Triptolide (2.5h) - Control,PML bodies - all,5,0.5499281497474978,relative_to_all,09_CCNT1,0.9541603826117454,0.8265716251234111,1.101443611265826,-0.0676963090012433,-0.2747882557289513,0.13939563772646477
Triptolide (2.5h) - Control,all,6,0.0014584039351694558,unnormalised,09_SRRM2,1.2054561127945993,1.1283550273512464,1.2878255554769835,0.2695791275010774,0.17422107093836692,0.3649371840637879
Triptolide (2.5h) - Control,Cajal bodies,6,0.0049088004713487305,unnormalised,09_SRRM2,1.1176815986312008,1.0628347739772477,1.175358754253122,0.16050925660733525,0.0879173360120136,0.23310117720265675
Triptolide (2.5h) - Control,Extra-nuclear,6,1.5943508819794049e-6,unnormalised,09_SRRM2,1.816638620127785,1.7054618569166633,1.9350628469089501,0.8612714560042416,0.7701624890747198,0.9523804229337633
Triptolide (2.5h) - Control,Nuclear periphery,6,4.118595937040643e-6,unnormalised,09_SRRM2,1.8180764793849256,1.6879174765816107,1.958272327144111,0.862412889360743,0.7552443714403665,0.9695814072811196
Triptolide (2.5h) - Control,Nuclear speckles,6,0.0019087613925712437,unnormalised,09_SRRM2,0.8835758768854994,0.843719560073273,0.9253149590915952,-0.1785740636689791,-0.24516454681255798,-0.11198358052540011
Triptolide (2.5h) - Control,Nucleolus,6,5.579076862261434e-7,unnormalised,09_SRRM2,3.151656015140741,2.8468697202373394,3.489072776025986,1.6561100816433258,1.5093764733161916,1.8028436899704603
Triptolide (2.5h) - Control,Nucleoplasm,6,0.014636256868465515,unnormalised,09_SRRM2,0.8671315575865384,0.7985666764176542,0.9415834148446233,-0.20567720515499155,-0.32451522423128204,-0.08683918607870103
Triptolide (2.5h) - Control,PML bodies,6,0.018322778445265853,unnormalised,09_SRRM2,0.8841488831748581,0.8201519258567228,0.9531395622863074,-0.17763876720237168,-0.2860369139639566,-0.06924062044078678
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.09824123637956092,relative_to_all,09_SRRM2,0.927185640993672,0.8618861942727268,0.9974323971974656,-0.10906987089374225,-0.21443071025712382,-0.003709031530360487
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,3.1330670306131767e-4,relative_to_all,09_SRRM2,1.5070134871325063,1.3755546012776743,1.6510356246780689,0.5916923285031641,0.460013407141654,0.7233712498646743
Triptolide (2.5h) - Control,Nuclear periphery - all,5,3.8780283099956714e-4,relative_to_all,09_SRRM2,1.5082062798371758,1.3706049770411832,1.659622006809585,0.5928337618596655,0.4548128309412649,0.7308546927780665
Triptolide (2.5h) - Control,Nuclear speckles - all,5,4.6388616723464085e-4,relative_to_all,09_SRRM2,0.732980543635979,0.6799318193723985,0.7901681639856273,-0.4481531911700566,-0.5565380085021967,-0.3397683738379163
Triptolide (2.5h) - Control,Nucleolus - all,5,1.644739309222773e-5,relative_to_all,09_SRRM2,2.6144925407813333,2.327127328290839,2.9373430334908344,1.3865309541422488,1.2185501496638569,1.554511758620641
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.0011772426393066094,relative_to_all,09_SRRM2,0.7193389691942199,0.6525717436010027,0.7929374167291295,-0.475256332656069,-0.6157915748944005,-0.33472109041773734
Triptolide (2.5h) - Control,PML bodies - all,5,0.0010476272553125512,relative_to_all,09_SRRM2,0.7334558876018661,0.6707608158318948,0.8020109797121235,-0.44721789470344914,-0.5761296821570896,-0.31830610724980846
Triptolide (2.5h) - Control,all,6,0.053501652481549075,unnormalised,10_H3K27ac,0.9620790918645756,0.9321452169448726,0.9929742299559605,-0.05577259304339205,-0.10137336806971937,-0.010171818017064568
Triptolide (2.5h) - Control,Cajal bodies,6,9.017132971698484e-5,unnormalised,10_H3K27ac,0.8563994863103754,0.8287273095199043,0.884995669537616,-0.2236441645279009,-0.2710306299834066,-0.17625769907239547
Triptolide (2.5h) - Control,Extra-nuclear,6,0.08123623588745017,unnormalised,10_H3K27ac,1.1321550784574288,1.0079328087274153,1.2716870713785737,0.17907158678981325,0.011399468454208316,0.34674370512541836
Triptolide (2.5h) - Control,Nuclear periphery,6,0.009979476401897142,unnormalised,10_H3K27ac,1.1239616093804665,1.0566564820162454,1.1955538255447016,0.16859275895536693,0.07950643420302125,0.2576790837077126
Triptolide (2.5h) - Control,Nuclear speckles,6,0.0017769151156038423,unnormalised,10_H3K27ac,0.9132046742059216,0.8832224189437233,0.9442047202434974,-0.13098985092215795,-0.1791513022001344,-0.0828283996441814
Triptolide (2.5h) - Control,Nucleolus,6,2.925235520916584e-5,unnormalised,10_H3K27ac,1.3035464586787344,1.2447910730905565,1.3650751573234112,0.3824420017541727,0.3159036193135387,0.44898038419480657
Triptolide (2.5h) - Control,Nucleoplasm,6,0.002893442123273727,unnormalised,10_H3K27ac,0.9021773348364963,0.865308934935624,0.9406165944111472,-0.14851705282225708,-0.20871279528505352,-0.08832131035946061
Triptolide (2.5h) - Control,PML bodies,6,0.08291888860613107,unnormalised,10_H3K27ac,0.9693727973202818,0.9413506473017212,0.9982291114135297,-0.04487649693202293,-0.08719587682883008,-0.0025571170352157793
Triptolide (2.5h) - Control,Cajal bodies - all,5,2.6630577212701905e-4,relative_to_all,10_H3K27ac,0.8901549711995238,0.8681561523350149,0.9127112335955124,-0.167871571484509,-0.2039735361600761,-0.13176960680894198
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.03867263171543261,relative_to_all,10_H3K27ac,1.176779630729979,1.049404596875033,1.319615240322693,0.2348441798332053,0.06957101477535697,0.4001173448910534
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.003600870229244125,relative_to_all,10_H3K27ac,1.1682632112939397,1.1011829685092127,1.2394297495452136,0.22436535199875882,0.13905420171764024,0.3096765022798772
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.011711897588726719,relative_to_all,10_H3K27ac,0.9491991686838012,0.9244895771210448,0.9745691937769165,-0.07521725787876589,-0.11327104039639342,-0.03716347536113845
Triptolide (2.5h) - Control,Nucleolus - all,5,2.5816493077438734e-5,relative_to_all,10_H3K27ac,1.354926502094928,1.301360315754083,1.4106975630461067,0.43821459479756464,0.3800204653464283,0.49640872424870097
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.013511698583454359,relative_to_all,10_H3K27ac,0.937737180306054,0.9066247074407889,0.9699173341641792,-0.09274445977886513,-0.14142261663656153,-0.0440663029211686
Triptolide (2.5h) - Control,PML bodies - all,5,0.4957049320280088,relative_to_all,10_H3K27ac,1.007581191107241,0.9874741476900559,1.0280976560732595,0.010896096111369142,-0.018185116317925017,0.03997730854066293
Triptolide (2.5h) - Control,all,6,1.3921904343540501e-11,unnormalised,10_POL2RA_pS2,0.08722070690226247,0.08407311533083184,0.09048614033861692,-3.5191855066212496,-3.572211656591863,-3.4661593566506363
Triptolide (2.5h) - Control,Cajal bodies,6,3.783859592022023e-12,unnormalised,10_POL2RA_pS2,0.07057531013210161,0.06834254552423064,0.072881019605516,-3.82469262638935,-3.8710722055897686,-3.7783130471889317
Triptolide (2.5h) - Control,Extra-nuclear,6,2.638379624991586e-8,unnormalised,10_POL2RA_pS2,0.16440380407209065,0.14937480337841236,0.18094491294427067,-2.6046844135536165,-2.7429912808077073,-2.4663775462995257
Triptolide (2.5h) - Control,Nuclear periphery,6,1.1896162885842478e-11,unnormalised,10_POL2RA_pS2,0.10682964651631986,0.1033796534888917,0.11039477295237937,-3.2266160270116404,-3.2739758231522993,-3.1792562308709815
Triptolide (2.5h) - Control,Nuclear speckles,6,1.3300353470076009e-11,unnormalised,10_POL2RA_pS2,0.06564494196277347,0.06302521895598966,0.06837355707252743,-3.929172336102811,-3.987926964613611,-3.870417707592011
Triptolide (2.5h) - Control,Nucleolus,6,7.746222111643813e-10,unnormalised,10_POL2RA_pS2,0.12790813647206925,0.1203907799181957,0.1358948865259805,-2.966820055260896,-3.0542031868066744,-2.879436923715118
Triptolide (2.5h) - Control,Nucleoplasm,6,1.1025778370024323e-10,unnormalised,10_POL2RA_pS2,0.08186620855015235,0.07762102274733562,0.0863435685998751,-3.610588108079652,-3.6874087473394805,-3.533767468819822
Triptolide (2.5h) - Control,PML bodies,6,1.2628091988488875e-11,unnormalised,10_POL2RA_pS2,0.08025874697402673,0.07731287328745655,0.08331686809635007,-3.6391975573108053,-3.693147533947159,-3.5852475806744515
Triptolide (2.5h) - Control,Cajal bodies - all,5,1.5195555375503874e-4,relative_to_all,10_POL2RA_pS2,0.8091577406175655,0.7770426758424492,0.8426001165141612,-0.30550711976810047,-0.3639342600438922,-0.24707997949230903
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,6.369573652574e-5,relative_to_all,10_POL2RA_pS2,1.8849171247410068,1.7033689568077042,2.085815027297693,0.9145010930676332,0.768390962617316,1.0606112235179506
Triptolide (2.5h) - Control,Nuclear periphery - all,5,2.7235526209210405e-4,relative_to_all,10_POL2RA_pS2,1.2248197740019553,1.1723086278920658,1.2796830485532538,0.29256947960960966,0.22935243094962893,0.35578652826959034
Triptolide (2.5h) - Control,Nuclear speckles - all,5,8.236502417839083e-5,relative_to_all,10_POL2RA_pS2,0.7526302445167486,0.7174487874493839,0.7895368908143904,-0.4099868294815613,-0.47905224111955264,-0.3409214178435696
Triptolide (2.5h) - Control,Nucleolus - all,5,9.24216680073492e-5,relative_to_all,10_POL2RA_pS2,1.466488188583477,1.3727563959998703,1.566619986999537,0.5523654513603535,0.45707563315855526,0.647655269562152
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.08761973962341474,relative_to_all,10_POL2RA_pS2,0.9386097803803605,0.8851866708766221,0.9952571009154533,-0.09140260145840161,-0.1759463676582632,-0.006858835258540286
Triptolide (2.5h) - Control,PML bodies - all,5,0.014855629294265482,relative_to_all,10_POL2RA_pS2,0.9201799644201788,0.879906250356889,0.9622970249124703,-0.12001205068955571,-0.18457827494443638,-0.05544582643467512
Triptolide (2.5h) - Control,all,6,0.33502120978469674,unnormalised,11_KPNA2_MAX,1.0984751207188626,0.9215146345098462,1.3094177191012664,0.1355021946387623,-0.11792101750979828,0.3889254067873232
Triptolide (2.5h) - Control,Cajal bodies,6,0.6037096487065494,unnormalised,11_KPNA2_MAX,1.0488290654364278,0.8843041551857785,1.2439638579705068,0.0687795715837917,-0.17738542695995604,0.3149445701275397
Triptolide (2.5h) - Control,Extra-nuclear,6,0.4814741990937098,unnormalised,11_KPNA2_MAX,1.073965594417036,0.8913153994703732,1.2940448450423931,0.10294777585685015,-0.16599206298859667,0.37188761470229714
Triptolide (2.5h) - Control,Nuclear periphery,6,0.20084240792149216,unnormalised,11_KPNA2_MAX,1.1182510478109635,0.9601060039108326,1.3024451475531587,0.16124411016095339,-0.058734394393464485,0.3812226147153712
Triptolide (2.5h) - Control,Nuclear speckles,6,0.5471564799291475,unnormalised,11_KPNA2_MAX,1.0581844441687205,0.889373621190541,1.2590370247115368,0.08159111468779,-0.16913847987858477,0.33232070925416496
Triptolide (2.5h) - Control,Nucleolus,6,0.0281460102305423,unnormalised,11_KPNA2_MAX,1.302748102378547,1.087997003006246,1.5598872180359873,0.3815581532986858,0.12167458254966641,0.6414417240477048
Triptolide (2.5h) - Control,Nucleoplasm,6,0.6289258086347925,unnormalised,11_KPNA2_MAX,1.0468061679275151,0.8777447886122965,1.248430258348261,0.0659943300834375,-0.18812656939285619,0.3201152295597312
Triptolide (2.5h) - Control,PML bodies,6,0.4676965706499734,unnormalised,11_KPNA2_MAX,1.0703515419891467,0.901297119147378,1.2711151507089302,0.09808470745743966,-0.14992531553164123,0.3460947304465204
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.7245087409874544,relative_to_all,11_KPNA2_MAX,0.9548045701299586,0.7487638708543717,1.217542409065252,-0.06672262305497055,-0.4174172708056946,0.2839720246957535
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.8685997247777553,relative_to_all,11_KPNA2_MAX,0.9776876819151016,0.7583865192544141,1.260403737540409,-0.03255441878191217,-0.39899477513649906,0.3338859375726747
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.8855121720344453,relative_to_all,11_KPNA2_MAX,1.0180030723674098,0.8081495169982422,1.2823496562848777,0.02574191552219101,-0.30730586196415577,0.3587896930085378
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.7772767452640513,relative_to_all,11_KPNA2_MAX,0.9633212661896474,0.7537678353933231,1.2311322111655145,-0.053911079950972336,-0.40780786092063953,0.29998570101869476
Triptolide (2.5h) - Control,Nucleolus - all,5,0.2384839534169197,relative_to_all,11_KPNA2_MAX,1.1859604990652899,0.9238012344535068,1.5225161570337544,0.24605595865992322,-0.11434562086022797,0.6064575381800745
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.7177972751044401,relative_to_all,11_KPNA2_MAX,0.9529630195379079,0.7445004763381897,1.2197957495923542,-0.06950786455532487,-0.4256553230302568,0.28663959391960697
Triptolide (2.5h) - Control,PML bodies - all,5,0.8431391160298917,relative_to_all,11_KPNA2_MAX,0.9743976188451938,0.763489409450808,1.2435676354622143,-0.03741748718132294,-0.3893199497038315,0.3144849753411857
Triptolide (2.5h) - Control,all,6,0.2769869924358104,unnormalised,11_PML,0.7509374685853285,0.4695322039198029,1.200997667503245,-0.41323531699847205,-1.0907039831381022,0.26423334914115815
Triptolide (2.5h) - Control,Cajal bodies,6,0.12060262094866325,unnormalised,11_PML,0.7492659877152674,0.5479460462209682,1.0245525526076007,-0.41645013182893054,-0.8678942503905038,0.034993986732643076
Triptolide (2.5h) - Control,Extra-nuclear,6,0.6453537176334867,unnormalised,11_PML,0.9540154583810422,0.7885212701871736,1.1542434291137715,-0.06791545177084614,-0.34277842296647726,0.20694751942478484
Triptolide (2.5h) - Control,Nuclear periphery,6,0.3170451186543864,unnormalised,11_PML,0.8865971745817054,0.7142276796058107,1.1005657893433847,-0.17364932997436874,-0.4855440488152058,0.13824538886646845
Triptolide (2.5h) - Control,Nuclear speckles,6,0.036326897893861294,unnormalised,11_PML,0.6673790457261916,0.49674927570218663,0.8966189030568958,-0.5834217051928603,-1.0094102309687838,-0.1574331794169366
Triptolide (2.5h) - Control,Nucleolus,6,0.592876484794306,unnormalised,11_PML,0.9290436038750509,0.7195410432039633,1.1995452185157411,-0.10618178501998228,-0.4748511130809079,0.26248754304094324
Triptolide (2.5h) - Control,Nucleoplasm,6,0.07693867744915368,unnormalised,11_PML,0.7489064080178003,0.5741391976199902,0.9768725255044248,-0.41714266074987305,-0.800527540268367,-0.03375778123137913
Triptolide (2.5h) - Control,PML bodies,6,0.17306005545920222,unnormalised,11_PML,0.6591388704006327,0.3885831450137251,1.1180722994500352,-0.6013456440216272,-1.363704770218551,0.16101348217529704
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.9941185746252053,relative_to_all,11_PML,0.9977741410703478,0.5677903578652362,1.753381724078102,-0.003214814830458457,-0.8165697452581697,0.8101401155972531
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.396735138579908,relative_to_all,11_PML,1.2704326236088432,0.7656538575802672,2.1080009395243535,0.3453198652276259,-0.3852357795212153,1.075875509976467
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.5562551133888021,relative_to_all,11_PML,1.180653798314183,0.7043798470329553,1.9789654649339925,0.23958598702410347,-0.5055744619839084,0.984746436032115
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.6938114790631245,relative_to_all,11_PML,0.8887278550415783,0.5106388102102791,1.54676296539535,-0.17018638819438825,-0.969624903460209,0.6292521270714329
Triptolide (2.5h) - Control,Nucleolus - all,5,0.470169675741124,relative_to_all,11_PML,1.237178384007462,0.7251952654402716,2.1106182386975036,0.3070535319784898,-0.46355858865269634,1.0776656526096755
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.992522846694066,relative_to_all,11_PML,0.9972953000049997,0.5817639888970495,1.709624408512623,-0.003907343751401178,-0.781494098290245,0.7736794107874428
Triptolide (2.5h) - Control,PML bodies - all,5,0.7323450485859402,relative_to_all,11_PML,0.877754670628391,0.43305479028518196,1.7791126644796706,-0.18811032702315503,-1.2073785279675489,0.8311578739212387
Triptolide (2.5h) - Control,all,6,6.061518051783257e-4,unnormalised,12_RB1_pS807_S811,1.3177394646435836,1.2133043178287901,1.4311638647973457,0.3980651577345178,0.27894144885799804,0.5171888666110376
Triptolide (2.5h) - Control,Cajal bodies,6,6.937694227993713e-4,unnormalised,12_RB1_pS807_S811,1.3185536831815476,1.21125983547404,1.4353516599113607,0.3989563098321056,0.2765083804242674,0.5214042392399438
Triptolide (2.5h) - Control,Extra-nuclear,6,1.9101644967970465e-4,unnormalised,12_RB1_pS807_S811,1.5308555911594233,1.380823922105437,1.6971887606138394,0.6143381967865384,0.46552936383860577,0.7631470297344713
Triptolide (2.5h) - Control,Nuclear periphery,6,1.0377998968531925e-4,unnormalised,12_RB1_pS807_S811,1.5192243851554008,1.387296865755607,1.6636977920322078,0.60333496756452,0.4722765410327538,0.7343933940962862
Triptolide (2.5h) - Control,Nuclear speckles,6,8.509063578471993e-4,unnormalised,12_RB1_pS807_S811,1.2967735815165695,1.1936133613872548,1.4088496125452867,0.3749266050032043,0.2553355904202998,0.49451761958610896
Triptolide (2.5h) - Control,Nucleolus,6,8.057314758869234e-5,unnormalised,12_RB1_pS807_S811,1.4891675717649466,1.3709478735477882,1.6175816014488356,0.5745061053987064,0.4551737177227038,0.6938384930747088
Triptolide (2.5h) - Control,Nucleoplasm,6,0.0020000767666042427,unnormalised,12_RB1_pS807_S811,1.2574879110846315,1.153596315970788,1.3707358671592986,0.3305445306852083,0.2061384624278838,0.4549505989425329
Triptolide (2.5h) - Control,PML bodies,6,7.405749670911727e-4,unnormalised,12_RB1_pS807_S811,1.3102017752883746,1.2047022897499133,1.4249401753234545,0.3897890085501889,0.26867666664822165,0.5109013504521562
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.9486917751094306,relative_to_all,12_RB1_pS807_S811,1.0006178903795557,0.9828681243565459,1.018688202146256,8.911520975880215e-4,-0.024930237934944803,0.026712542130120722
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.02027398688294575,relative_to_all,12_RB1_pS807_S811,1.161728575514343,1.0642468054218646,1.26813937922191,0.21627303905202075,0.08983275954978176,0.3427133185542594
Triptolide (2.5h) - Control,Nuclear periphery - all,5,5.794539354435392e-4,relative_to_all,12_RB1_pS807_S811,1.152901939964524,1.1120412872839267,1.195263969398463,0.2052698098300022,0.15321035267833666,0.2573292669816677
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.06648883625157276,relative_to_all,12_RB1_pS807_S811,0.9840895080632007,0.9709506634646288,0.9974061466979489,-0.023138552731313357,-0.04253010447795472,-0.003747000984672082
Triptolide (2.5h) - Control,Nucleolus - all,5,1.6833742327745287e-5,relative_to_all,12_RB1_pS807_S811,1.1300925651245712,1.1133935777664223,1.1470420085517652,0.17644094766418866,0.15496366664290112,0.1979182286854759
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.009001567908951968,relative_to_all,12_RB1_pS807_S811,0.9542765810878643,0.9333626708298713,0.9756591105181779,-0.06752062704930946,-0.09949032598422272,-0.035550928114396335
Triptolide (2.5h) - Control,PML bodies - all,5,0.41830170825745067,relative_to_all,12_RB1_pS807_S811,0.9942798333377321,0.9816811981569334,1.0070401560487767,-0.008276149184328873,-0.02667351078720766,0.010121212418550067
Triptolide (2.5h) - Control,all,6,0.019897582402848567,unnormalised,12_YAP1,1.309030869059564,1.1068948591714651,1.5480800203855636,0.3884991187606529,0.1465181910844024,0.6304800464369034
Triptolide (2.5h) - Control,Cajal bodies,6,0.052926136581319956,unnormalised,12_YAP1,1.2247503571833893,1.0382351894774708,1.4447722949708297,0.2924877123651032,0.0541332917291836,0.5308421330010227
Triptolide (2.5h) - Control,Extra-nuclear,6,0.04900507320508314,unnormalised,12_YAP1,1.230309535458153,1.0431505485948411,1.4510480343208456,0.2990213310846169,0.060947384163985666,0.5370952780052478
Triptolide (2.5h) - Control,Nuclear periphery,6,0.0037933070819504344,unnormalised,12_YAP1,1.3935478604562914,1.208841414416879,1.6064767604930852,0.4787625516754706,0.2736249926093932,0.6839001107415477
Triptolide (2.5h) - Control,Nuclear speckles,6,0.05788565125931402,unnormalised,12_YAP1,1.2312893058672199,1.0343278150995494,1.465757115501206,0.30016977977681153,0.04869349925561007,0.5516460602980131
Triptolide (2.5h) - Control,Nucleolus,6,9.920749221759325e-4,unnormalised,12_YAP1,1.7085125835251613,1.4329198713565978,2.037109894568133,0.772740873533931,0.5189579365863746,1.0265238104814876
Triptolide (2.5h) - Control,Nucleoplasm,6,0.06086049905031173,unnormalised,12_YAP1,1.2384151793157816,1.032352863672331,1.4856084681201869,0.3084950598874289,0.04593617585618565,0.5710539439186721
Triptolide (2.5h) - Control,PML bodies,6,0.030091419733181062,unnormalised,12_YAP1,1.2749990966993872,1.0773322667503153,1.5089334523394635,0.35049622497607347,0.1074632690689298,0.593529180883217
